"Activity Name","Operation","actionId","User Name","Source IP","Role","Profile","Country","City","Activity Trust","Trusted For","Trust Reason","ASN","Account ID","IP Organization","Device Type","OS","Browser","Activity Timestamp","Processed Timestamp","Parent Service Name","CSP ID","Sub-Service Name","Instance","Number of Events","File/Report Name","File/Folder Path","File Size","File Type","File Owner","Last Modified","Directory?","Domain","Sharing Enabled?","URL","Report Details","Other Info","targetId","Proxy Type","Proxy Description","Network Type","Region","ASN Name","Device ID","Device Managed"
"FileModifiedExtended","FileModifiedExtended","N/A","user1@shnyhddev05.onmicrosoft.com","23.97.53.153","N/A","N/A","SG","singapore","N/A","N/A","N/A","8075","N/A","microsoft corporation","N/A","unknown","MSWAC","February 26,2018 14:18:54:000Z","February 26,2018 14:18:00:000Z","Office365","2698","OneDrive","Default","1","Untitled Section.one","https://shnyhddev05-my.sharepoint.com/personal/user1_shnyhddev05_onmicrosoft_com/Documents/newOneNote-activity-check","N/A","one","N/A","N/A","false","N/A","false","N/A","N/A","N/A","https://shnyhddev05-my.sharepoint.com/personal/user1_shnyhddev05_onmicrosoft_com/Documents/newOneNote-activity-check/Untitled Section.one","hosting","cloud","broadband","01","microsoft corporation","N/A","false"
"FileModifiedExtended","FileModifiedExtended","N/A","user1@shnyhddev05.onmicrosoft.com","23.97.53.153","N/A","N/A","SG","singapore","N/A","N/A","N/A","8075","N/A","microsoft corporation","N/A","unknown","MSWAC","February 26,2018 14:18:55:000Z","February 26,2018 14:18:00:000Z","Office365","2698","OneDrive","Default","1","Untitled Section.one","https://shnyhddev05-my.sharepoint.com/personal/user1_shnyhddev05_onmicrosoft_com/Documents/newOneNote-activity-check","N/A","one","N/A","N/A","false","N/A","false","N/A","N/A","N/A","https://shnyhddev05-my.sharepoint.com/personal/user1_shnyhddev05_onmicrosoft_com/Documents/newOneNote-activity-check/Untitled Section.one","hosting","cloud","broadband","01","microsoft corporation","N/A","false"
"Files downloaded to computer","FileSyncDownloadedFull","N/A","user1@shnyhddev05.onmicrosoft.com","182.74.3.78","N/A","N/A","IN","hyderabad","false","N/A","N/A","9498","N/A","skyhigh networks technologies pvt ltd","N/A","OS X","Microsoft SkyDriveSync 17.005.0107.0009 ship; Mac OS X 10.13.3","February 26,2018 14:18:05:000Z","February 26,2018 14:18:00:000Z","Office365","2698","OneDrive","Default","1","OF-16484_sharedlink_access_one-more-event-processed.rtf","https://shnyhddev05-my.sharepoint.com/personal/user1_shnyhddev05_onmicrosoft_com/Documents","N/A","rtf","N/A","N/A","false","N/A","false","N/A","N/A","N/A","https://shnyhddev05-my.sharepoint.com/personal/user1_shnyhddev05_onmicrosoft_com/Documents/OF-16484_sharedlink_access_one-more-event-processed.rtf","N/A","N/A","broadband","tg","bharti airtel ltd.","4e735017-6b5a-5079-a47f-73b69f4fff5d","false"
"Files downloaded to computer","FileSyncDownloadedFull","N/A","user1@shnyhddev05.onmicrosoft.com","182.74.3.78","N/A","N/A","IN","hyderabad","false","N/A","N/A","9498","N/A","skyhigh networks technologies pvt ltd","N/A","OS X","Microsoft SkyDriveSync 17.005.0107.0009 ship; Mac OS X 10.13.3","February 26,2018 14:18:05:000Z","February 26,2018 14:18:00:000Z","Office365","2698","OneDrive","Default","2","foldercreation_failed_with_409.rtf","https://shnyhddev05-my.sharepoint.com/personal/user1_shnyhddev05_onmicrosoft_com/Documents","N/A","rtf","N/A","N/A","false","N/A","false","N/A","N/A","N/A","https://shnyhddev05-my.sharepoint.com/personal/user1_shnyhddev05_onmicrosoft_com/Documents/foldercreation_failed_with_409.rtf","N/A","N/A","broadband","tg","bharti airtel ltd.","4e735017-6b5a-5079-a47f-73b69f4fff5d","false"
"Files downloaded to computer","FileSyncDownloadedFull","N/A","user1@shnyhddev05.onmicrosoft.com","182.74.3.78","N/A","N/A","IN","hyderabad","false","N/A","N/A","9498","N/A","skyhigh networks technologies pvt ltd","N/A","OS X","Microsoft SkyDriveSync 17.005.0107.0009 ship; Mac OS X 10.13.3","February 26,2018 14:18:05:000Z","February 26,2018 14:18:00:000Z","Office365","2698","OneDrive","Default","1","restoration-failed_with_NPE.rtf","https://shnyhddev05-my.sharepoint.com/personal/user1_shnyhddev05_onmicrosoft_com/Documents","N/A","rtf","N/A","N/A","false","N/A","false","N/A","N/A","N/A","https://shnyhddev05-my.sharepoint.com/personal/user1_shnyhddev05_onmicrosoft_com/Documents/restoration-failed_with_NPE.rtf","N/A","N/A","broadband","tg","bharti airtel ltd.","4e735017-6b5a-5079-a47f-73b69f4fff5d","false"
"Files downloaded to computer","FileSyncDownloadedFull","N/A","user1@shnyhddev05.onmicrosoft.com","182.74.3.78","N/A","N/A","IN","hyderabad","false","N/A","N/A","9498","N/A","skyhigh networks technologies pvt ltd","N/A","OS X","Microsoft SkyDriveSync 17.005.0107.0009 ship; Mac OS X 10.13.3","February 26,2018 14:18:06:000Z","February 26,2018 14:18:00:000Z","Office365","2698","OneDrive","Default","1","NPE_sharedlinkpoliciesevaluator.rtf","https://shnyhddev05-my.sharepoint.com/personal/user1_shnyhddev05_onmicrosoft_com/Documents","N/A","rtf","N/A","N/A","false","N/A","false","N/A","N/A","N/A","https://shnyhddev05-my.sharepoint.com/personal/user1_shnyhddev05_onmicrosoft_com/Documents/NPE_sharedlinkpoliciesevaluator.rtf","N/A","N/A","broadband","tg","bharti airtel ltd.","4e735017-6b5a-5079-a47f-73b69f4fff5d","false"
"Files downloaded to computer","FileSyncDownloadedFull","N/A","user1@shnyhddev05.onmicrosoft.com","182.74.3.78","N/A","N/A","IN","hyderabad","false","N/A","N/A","9498","N/A","skyhigh networks technologies pvt ltd","N/A","OS X","Microsoft SkyDriveSync 17.005.0107.0009 ship; Mac OS X 10.13.3","February 26,2018 14:18:06:000Z","February 26,2018 14:18:00:000Z","Office365","2698","OneDrive","Default","2","no_violatingcontent.rtf","https://shnyhddev05-my.sharepoint.com/personal/user1_shnyhddev05_onmicrosoft_com/Documents","N/A","rtf","N/A","N/A","false","N/A","false","N/A","N/A","N/A","https://shnyhddev05-my.sharepoint.com/personal/user1_shnyhddev05_onmicrosoft_com/Documents/no_violatingcontent.rtf","N/A","N/A","broadband","tg","bharti airtel ltd.","4e735017-6b5a-5079-a47f-73b69f4fff5d","false"
"Files downloaded to computer","FileSyncDownloadedFull","N/A","user1@shnyhddev05.onmicrosoft.com","182.74.3.78","N/A","N/A","IN","hyderabad","false","N/A","N/A","9498","N/A","skyhigh networks technologies pvt ltd","N/A","OS X","Microsoft SkyDriveSync 17.005.0107.0009 ship; Mac OS X 10.13.3","February 26,2018 14:18:06:000Z","February 26,2018 14:18:00:000Z","Office365","2698","OneDrive","Default","1","sharedlink_expiry_successful.rtf","https://shnyhddev05-my.sharepoint.com/personal/user1_shnyhddev05_onmicrosoft_com/Documents","N/A","rtf","N/A","N/A","false","N/A","false","N/A","N/A","N/A","https://shnyhddev05-my.sharepoint.com/personal/user1_shnyhddev05_onmicrosoft_com/Documents/sharedlink_expiry_successful.rtf","N/A","N/A","broadband","tg","bharti airtel ltd.","4e735017-6b5a-5079-a47f-73b69f4fff5d","false"
"Files downloaded to computer","FileSyncDownloadedFull","N/A","user1@shnyhddev05.onmicrosoft.com","182.74.3.78","N/A","N/A","IN","hyderabad","false","N/A","N/A","9498","N/A","skyhigh networks technologies pvt ltd","N/A","OS X","Microsoft SkyDriveSync 17.005.0107.0009 ship; Mac OS X 10.13.3","February 26,2018 14:18:10:000Z","February 26,2018 14:18:00:000Z","Office365","2698","OneDrive","Default","1","new_violated_file.rtf","https://shnyhddev05-my.sharepoint.com/personal/user1_shnyhddev05_onmicrosoft_com/Documents","N/A","rtf","N/A","N/A","false","N/A","false","N/A","N/A","N/A","https://shnyhddev05-my.sharepoint.com/personal/user1_shnyhddev05_onmicrosoft_com/Documents/new_violated_file.rtf","N/A","N/A","broadband","tg","bharti airtel ltd.","4e735017-6b5a-5079-a47f-73b69f4fff5d","false"
"FolderCreated","FolderCreated","N/A","user1@shnyhddev05.onmicrosoft.com","182.74.3.78","N/A","N/A","IN","hyderabad","N/A","N/A","N/A","9498","N/A","skyhigh networks technologies pvt ltd","Personal computer","OS X","Mozilla/5.0 (Macintosh; Intel Mac OS X 10.13; rv:58.0) Gecko/20100101 Firefox/58.0","February 26,2018 14:18:23:000Z","February 26,2018 14:18:00:000Z","Office365","2698","OneDrive","Default","1","newOneNote-activity-check","https://shnyhddev05-my.sharepoint.com/personal/user1_shnyhddev05_onmicrosoft_com/../..","N/A","N/A","N/A","N/A","true","N/A","false","N/A","N/A","N/A","https://shnyhddev05-my.sharepoint.com/newOneNote-activity-check","N/A","N/A","broadband","tg","bharti airtel ltd.","N/A","false"
"File accessed","FileAccessed","N/A","app@sharepoint","52.8.140.255","N/A","N/A","US","san jose","N/A","N/A","N/A","16509","N/A","amazon technologies inc.","Other","JVM (Java)","Java/1.8.0_144","February 26,2018 14:19:03:000Z","February 26,2018 14:19:00:000Z","Office365","2698","OneDrive","Default","1","OF-16484_sharedlink_access_one-more-event-processed.rtf","https://shnyhddev05-my.sharepoint.com/personal/user1_shnyhddev05_onmicrosoft_com/Documents","N/A","rtf","N/A","N/A","false","N/A","false","N/A","N/A","N/A","https://shnyhddev05-my.sharepoint.com/personal/user1_shnyhddev05_onmicrosoft_com/Documents/OF-16484_sharedlink_access_one-more-event-processed.rtf","hosting","cloud","broadband","ca","amazon.com inc.","N/A","false"
"FileModifiedExtended","FileModifiedExtended","N/A","user1@shnyhddev05.onmicrosoft.com","23.97.53.153","N/A","N/A","SG","singapore","N/A","N/A","N/A","8075","N/A","microsoft corporation","N/A","unknown","MSWAC","February 26,2018 14:19:03:000Z","February 26,2018 14:19:00:000Z","Office365","2698","OneDrive","Default","1","Untitled Section.one","https://shnyhddev05-my.sharepoint.com/personal/user1_shnyhddev05_onmicrosoft_com/Documents/newOneNote-activity-check","N/A","one","N/A","N/A","false","N/A","false","N/A","N/A","N/A","https://shnyhddev05-my.sharepoint.com/personal/user1_shnyhddev05_onmicrosoft_com/Documents/newOneNote-activity-check/Untitled Section.one","hosting","cloud","broadband","01","microsoft corporation","N/A","false"
"FileModifiedExtended","FileModifiedExtended","N/A","user1@shnyhddev05.onmicrosoft.com","23.97.53.153","N/A","N/A","SG","singapore","N/A","N/A","N/A","8075","N/A","microsoft corporation","N/A","unknown","MSWAC","February 26,2018 14:19:04:000Z","February 26,2018 14:19:00:000Z","Office365","2698","OneDrive","Default","1","Untitled Section.one","https://shnyhddev05-my.sharepoint.com/personal/user1_shnyhddev05_onmicrosoft_com/Documents/newOneNote-activity-check","N/A","one","N/A","N/A","false","N/A","false","N/A","N/A","N/A","https://shnyhddev05-my.sharepoint.com/personal/user1_shnyhddev05_onmicrosoft_com/Documents/newOneNote-activity-check/Untitled Section.one","hosting","cloud","broadband","01","microsoft corporation","N/A","false"
"FileModifiedExtended","FileModifiedExtended","N/A","user1@shnyhddev05.onmicrosoft.com","23.97.53.153","N/A","N/A","SG","singapore","N/A","N/A","N/A","8075","N/A","microsoft corporation","N/A","unknown","MSWAC","February 26,2018 14:19:06:000Z","February 26,2018 14:19:00:000Z","Office365","2698","OneDrive","Default","1","Untitled Section.one","https://shnyhddev05-my.sharepoint.com/personal/user1_shnyhddev05_onmicrosoft_com/Documents/newOneNote-activity-check","N/A","one","N/A","N/A","false","N/A","false","N/A","N/A","N/A","https://shnyhddev05-my.sharepoint.com/personal/user1_shnyhddev05_onmicrosoft_com/Documents/newOneNote-activity-check/Untitled Section.one","hosting","cloud","broadband","01","microsoft corporation","N/A","false"
"LoginSuccess","LoginSuccess","N/A","user1@shnyhddev05.onmicrosoft.com","182.74.3.78","N/A","N/A","IN","hyderabad","N/A","N/A","N/A","9498","N/A","skyhigh networks technologies pvt ltd","N/A","N/A","N/A","February 26,2018 14:22:07:875Z","February 26,2018 14:22:00:000Z","Office365","2698","SharePoint","Default","1","N/A","N/A","N/A","N/A","N/A","N/A","false","N/A","false","N/A","N/A","N/A","N/A","N/A","N/A","broadband","tg","bharti airtel ltd.",";Mac OS X 10;Chrome 64.0;","false"
"LoginSuccess","LoginSuccess","N/A","user1@shnyhddev05.onmicrosoft.com","182.74.3.78","N/A","N/A","IN","hyderabad","N/A","N/A","N/A","9498","N/A","skyhigh networks technologies pvt ltd","N/A","N/A","N/A","February 26,2018 14:22:07:875Z","February 26,2018 14:22:00:000Z","Office365","2698","OneDrive","Default","1","N/A","N/A","N/A","N/A","N/A","N/A","false","N/A","false","N/A","N/A","N/A","N/A","N/A","N/A","broadband","tg","bharti airtel ltd.",";Mac OS X 10;Chrome 64.0;","false"
"User Logged in","UserLoggedIn","N/A","user1@shnyhddev05.onmicrosoft.com","182.74.3.78","N/A","N/A","IN","hyderabad","N/A","N/A","N/A","9498","N/A","skyhigh networks technologies pvt ltd","N/A","N/A","N/A","February 26,2018 14:22:07:000Z","February 26,2018 14:22:00:000Z","Office365","2698","AzureAD","Skyhigh Networks","1","N/A","N/A","N/A","N/A","N/A","N/A","false","N/A","false","N/A","N/A","N/A","N/A","N/A","N/A","broadband","tg","bharti airtel ltd.","N/A","false"
"LoginSuccess","LoginSuccess","N/A","user1@shnyhddev05.onmicrosoft.com","182.74.3.78","N/A","N/A","IN","hyderabad","N/A","N/A","N/A","9498","N/A","skyhigh networks technologies pvt ltd","N/A","N/A","N/A","February 26,2018 14:23:44:806Z","February 26,2018 14:23:00:000Z","Office365","2698","SharePoint","Default","1","N/A","N/A","N/A","N/A","N/A","N/A","false","N/A","false","N/A","N/A","N/A","N/A","N/A","N/A","broadband","tg","bharti airtel ltd.",";Mac OS X 10;;","false"
"LoginSuccess","LoginSuccess","N/A","user1@shnyhddev05.onmicrosoft.com","182.74.3.78","N/A","N/A","IN","hyderabad","N/A","N/A","N/A","9498","N/A","skyhigh networks technologies pvt ltd","N/A","N/A","N/A","February 26,2018 14:23:44:806Z","February 26,2018 14:23:00:000Z","Office365","2698","OneDrive","Default","1","N/A","N/A","N/A","N/A","N/A","N/A","false","N/A","false","N/A","N/A","N/A","N/A","N/A","N/A","broadband","tg","bharti airtel ltd.",";Mac OS X 10;;","false"
"LoginSuccess","LoginSuccess","N/A","user1@shnyhddev05.onmicrosoft.com","182.74.3.78","N/A","N/A","IN","hyderabad","N/A","N/A","N/A","9498","N/A","skyhigh networks technologies pvt ltd","N/A","N/A","N/A","February 26,2018 14:24:21:942Z","February 26,2018 14:24:00:000Z","Office365","2698","SharePoint","Default","1","N/A","N/A","N/A","N/A","N/A","N/A","false","N/A","false","N/A","N/A","N/A","N/A","N/A","N/A","broadband","tg","bharti airtel ltd.",";Mac OS X 10;;","false"
"LoginSuccess","LoginSuccess","N/A","user1@shnyhddev05.onmicrosoft.com","182.74.3.78","N/A","N/A","IN","hyderabad","N/A","N/A","N/A","9498","N/A","skyhigh networks technologies pvt ltd","N/A","N/A","N/A","February 26,2018 14:24:21:942Z","February 26,2018 14:24:00:000Z","Office365","2698","OneDrive","Default","1","N/A","N/A","N/A","N/A","N/A","N/A","false","N/A","false","N/A","N/A","N/A","N/A","N/A","N/A","broadband","tg","bharti airtel ltd.",";Mac OS X 10;;","false"
"LoginSuccess","LoginSuccess","N/A","user1@shnyhddev05.onmicrosoft.com","182.74.3.78","N/A","N/A","IN","hyderabad","N/A","N/A","N/A","9498","N/A","skyhigh networks technologies pvt ltd","N/A","N/A","N/A","February 26,2018 14:35:20:798Z","February 26,2018 14:35:00:000Z","Office365","2698","SharePoint","Default","1","N/A","N/A","N/A","N/A","N/A","N/A","false","N/A","false","N/A","N/A","N/A","N/A","N/A","N/A","broadband","tg","bharti airtel ltd.",";Mac OS X 10;;","false"
"LoginSuccess","LoginSuccess","N/A","user1@shnyhddev05.onmicrosoft.com","182.74.3.78","N/A","N/A","IN","hyderabad","N/A","N/A","N/A","9498","N/A","skyhigh networks technologies pvt ltd","N/A","N/A","N/A","February 26,2018 14:35:20:798Z","February 26,2018 14:35:00:000Z","Office365","2698","OneDrive","Default","1","N/A","N/A","N/A","N/A","N/A","N/A","false","N/A","false","N/A","N/A","N/A","N/A","N/A","N/A","broadband","tg","bharti airtel ltd.",";Mac OS X 10;;","false"
"File accessed","FileAccessed","N/A","user1@shnyhddev05.onmicrosoft.com","182.74.3.78","N/A","N/A","IN","hyderabad","N/A","N/A","N/A","9498","N/A","skyhigh networks technologies pvt ltd","N/A","unknown","OneNote/16.10/180210 (Mac OS/10.13.3; Desktop; en-US; NonAppStore; Apple/MacBookPro11,4)","February 26,2018 14:37:21:000Z","February 26,2018 14:37:00:000Z","Office365","2698","OneDrive","Default","1","Open Notebook.onetoc2","https://shnyhddev05-my.sharepoint.com/personal/user1_shnyhddev05_onmicrosoft_com/Documents/Notebook_from_app","N/A","onetoc2","N/A","N/A","false","N/A","false","N/A","N/A","N/A","https://shnyhddev05-my.sharepoint.com/personal/user1_shnyhddev05_onmicrosoft_com/Documents/Notebook_from_app/Open Notebook.onetoc2","N/A","N/A","broadband","tg","bharti airtel ltd.","N/A","false"
"File accessed","FileAccessed","N/A","user1@shnyhddev05.onmicrosoft.com","182.74.3.78","N/A","N/A","IN","hyderabad","N/A","N/A","N/A","9498","N/A","skyhigh networks technologies pvt ltd","N/A","unknown","OneNote/16.10/180210 (Mac OS/10.13.3; Desktop; en-US; NonAppStore; Apple/MacBookPro11,4)","February 26,2018 14:37:32:000Z","February 26,2018 14:37:00:000Z","Office365","2698","OneDrive","Default","1","New Section 1.one","https://shnyhddev05-my.sharepoint.com/personal/user1_shnyhddev05_onmicrosoft_com/Documents/Notebook_from_app","N/A","one","N/A","N/A","false","N/A","false","N/A","N/A","N/A","https://shnyhddev05-my.sharepoint.com/personal/user1_shnyhddev05_onmicrosoft_com/Documents/Notebook_from_app/New Section 1.one","N/A","N/A","broadband","tg","bharti airtel ltd.","N/A","false"
"File modified","FileModified","N/A","user1@shnyhddev05.onmicrosoft.com","182.74.3.78","N/A","N/A","IN","hyderabad","N/A","N/A","N/A","9498","N/A","skyhigh networks technologies pvt ltd","N/A","unknown","OneNote/16.10/180210 (Mac OS/10.13.3; Desktop; en-US; NonAppStore; Apple/MacBookPro11,4)","February 26,2018 14:37:22:000Z","February 26,2018 14:37:00:000Z","Office365","2698","OneDrive","Default","1","Open Notebook.onetoc2","https://shnyhddev05-my.sharepoint.com/personal/user1_shnyhddev05_onmicrosoft_com/Documents/Notebook_from_app","N/A","onetoc2","N/A","N/A","false","N/A","false","N/A","N/A","N/A","https://shnyhddev05-my.sharepoint.com/personal/user1_shnyhddev05_onmicrosoft_com/Documents/Notebook_from_app/Open Notebook.onetoc2","N/A","N/A","broadband","tg","bharti airtel ltd.","N/A","false"
"File modified","FileModified","N/A","user1@shnyhddev05.onmicrosoft.com","182.74.3.78","N/A","N/A","IN","hyderabad","N/A","N/A","N/A","9498","N/A","skyhigh networks technologies pvt ltd","N/A","unknown","OneNote/16.10/180210 (Mac OS/10.13.3; Desktop; en-US; NonAppStore; Apple/MacBookPro11,4)","February 26,2018 14:37:33:000Z","February 26,2018 14:37:00:000Z","Office365","2698","OneDrive","Default","1","New Section 1.one","https://shnyhddev05-my.sharepoint.com/personal/user1_shnyhddev05_onmicrosoft_com/Documents/Notebook_from_app","N/A","one","N/A","N/A","false","N/A","false","N/A","N/A","N/A","https://shnyhddev05-my.sharepoint.com/personal/user1_shnyhddev05_onmicrosoft_com/Documents/Notebook_from_app/New Section 1.one","N/A","N/A","broadband","tg","bharti airtel ltd.","N/A","false"
"File uploaded","FileUploaded","N/A","user1@shnyhddev05.onmicrosoft.com","182.74.3.78","N/A","N/A","IN","hyderabad","N/A","N/A","N/A","9498","N/A","skyhigh networks technologies pvt ltd","N/A","unknown","OneNote/16.10/180210 (Mac OS/10.13.3; Desktop; en-US; NonAppStore; Apple/MacBookPro11,4)","February 26,2018 14:37:21:000Z","February 26,2018 14:37:00:000Z","Office365","2698","OneDrive","Default","1","Open Notebook.onetoc2","https://shnyhddev05-my.sharepoint.com/personal/user1_shnyhddev05_onmicrosoft_com/Documents/Notebook_from_app","N/A","onetoc2","N/A","N/A","false","N/A","false","N/A","N/A","N/A","https://shnyhddev05-my.sharepoint.com/personal/user1_shnyhddev05_onmicrosoft_com/Documents/Notebook_from_app/Open Notebook.onetoc2","N/A","N/A","broadband","tg","bharti airtel ltd.","N/A","false"
"File uploaded","FileUploaded","N/A","user1@shnyhddev05.onmicrosoft.com","182.74.3.78","N/A","N/A","IN","hyderabad","N/A","N/A","N/A","9498","N/A","skyhigh networks technologies pvt ltd","N/A","unknown","OneNote/16.10/180210 (Mac OS/10.13.3; Desktop; en-US; NonAppStore; Apple/MacBookPro11,4)","February 26,2018 14:37:24:000Z","February 26,2018 14:37:00:000Z","Office365","2698","OneDrive","Default","1","New Section 1.one","https://shnyhddev05-my.sharepoint.com/personal/user1_shnyhddev05_onmicrosoft_com/Documents/Notebook_from_app","N/A","one","N/A","N/A","false","N/A","false","N/A","N/A","N/A","https://shnyhddev05-my.sharepoint.com/personal/user1_shnyhddev05_onmicrosoft_com/Documents/Notebook_from_app/New Section 1.one","N/A","N/A","broadband","tg","bharti airtel ltd.","N/A","false"
"FileModifiedExtended","FileModifiedExtended","N/A","user1@shnyhddev05.onmicrosoft.com","182.74.3.78","N/A","N/A","IN","hyderabad","N/A","N/A","N/A","9498","N/A","skyhigh networks technologies pvt ltd","N/A","unknown","OneNote/16.10/180210 (Mac OS/10.13.3; Desktop; en-US; NonAppStore; Apple/MacBookPro11,4)","February 26,2018 14:37:32:000Z","February 26,2018 14:37:00:000Z","Office365","2698","OneDrive","Default","1","Open Notebook.onetoc2","https://shnyhddev05-my.sharepoint.com/personal/user1_shnyhddev05_onmicrosoft_com/Documents/Notebook_from_app","N/A","onetoc2","N/A","N/A","false","N/A","false","N/A","N/A","N/A","https://shnyhddev05-my.sharepoint.com/personal/user1_shnyhddev05_onmicrosoft_com/Documents/Notebook_from_app/Open Notebook.onetoc2","N/A","N/A","broadband","tg","bharti airtel ltd.","N/A","false"
"FileModifiedExtended","FileModifiedExtended","N/A","user1@shnyhddev05.onmicrosoft.com","182.74.3.78","N/A","N/A","IN","hyderabad","N/A","N/A","N/A","9498","N/A","skyhigh networks technologies pvt ltd","N/A","unknown","OneNote/16.10/180210 (Mac OS/10.13.3; Desktop; en-US; NonAppStore; Apple/MacBookPro11,4)","February 26,2018 14:37:34:000Z","February 26,2018 14:37:00:000Z","Office365","2698","OneDrive","Default","2","New Section 1.one","https://shnyhddev05-my.sharepoint.com/personal/user1_shnyhddev05_onmicrosoft_com/Documents/Notebook_from_app","N/A","one","N/A","N/A","false","N/A","false","N/A","N/A","N/A","https://shnyhddev05-my.sharepoint.com/personal/user1_shnyhddev05_onmicrosoft_com/Documents/Notebook_from_app/New Section 1.one","N/A","N/A","broadband","tg","bharti airtel ltd.","N/A","false"
"FileModifiedExtended","FileModifiedExtended","N/A","user1@shnyhddev05.onmicrosoft.com","182.74.3.78","N/A","N/A","IN","hyderabad","N/A","N/A","N/A","9498","N/A","skyhigh networks technologies pvt ltd","N/A","unknown","OneNote/16.10/180210 (Mac OS/10.13.3; Desktop; en-US; NonAppStore; Apple/MacBookPro11,4)","February 26,2018 14:37:51:000Z","February 26,2018 14:37:00:000Z","Office365","2698","OneDrive","Default","1","New Section 1.one","https://shnyhddev05-my.sharepoint.com/personal/user1_shnyhddev05_onmicrosoft_com/Documents/Notebook_from_app","N/A","one","N/A","N/A","false","N/A","false","N/A","N/A","N/A","https://shnyhddev05-my.sharepoint.com/personal/user1_shnyhddev05_onmicrosoft_com/Documents/Notebook_from_app/New Section 1.one","N/A","N/A","broadband","tg","bharti airtel ltd.","N/A","false"
"FolderCreated","FolderCreated","N/A","user1@shnyhddev05.onmicrosoft.com","182.74.3.78","N/A","N/A","IN","hyderabad","N/A","N/A","N/A","9498","N/A","skyhigh networks technologies pvt ltd","N/A","unknown","OneNote/16.10/180210 (Mac OS/10.13.3; Desktop; en-US; NonAppStore; Apple/MacBookPro11,4)","February 26,2018 14:37:13:000Z","February 26,2018 14:37:00:000Z","Office365","2698","OneDrive","Default","1","Notebook_from_app","https://shnyhddev05-my.sharepoint.com/personal/user1_shnyhddev05_onmicrosoft_com/../..","N/A","N/A","N/A","N/A","true","N/A","false","N/A","N/A","N/A","https://shnyhddev05-my.sharepoint.com/Notebook_from_app","N/A","N/A","broadband","tg","bharti airtel ltd.","N/A","false"
"FileModifiedExtended","FileModifiedExtended","N/A","user1@shnyhddev05.onmicrosoft.com","182.74.3.78","N/A","N/A","IN","hyderabad","N/A","N/A","N/A","9498","N/A","skyhigh networks technologies pvt ltd","N/A","unknown","OneNote/16.10/180210 (Mac OS/10.13.3; Desktop; en-US; NonAppStore; Apple/MacBookPro11,4)","February 26,2018 14:38:39:000Z","February 26,2018 14:38:00:000Z","Office365","2698","OneDrive","Default","1","New Section 1.one","https://shnyhddev05-my.sharepoint.com/personal/user1_shnyhddev05_onmicrosoft_com/Documents/Notebook_from_app","N/A","one","N/A","N/A","false","N/A","false","N/A","N/A","N/A","https://shnyhddev05-my.sharepoint.com/personal/user1_shnyhddev05_onmicrosoft_com/Documents/Notebook_from_app/New Section 1.one","N/A","N/A","broadband","tg","bharti airtel ltd.","N/A","false"
"FileModifiedExtended","FileModifiedExtended","N/A","user1@shnyhddev05.onmicrosoft.com","182.74.3.78","N/A","N/A","IN","hyderabad","N/A","N/A","N/A","9498","N/A","skyhigh networks technologies pvt ltd","N/A","unknown","OneNote/16.10/180210 (Mac OS/10.13.3; Desktop; en-US; NonAppStore; Apple/MacBookPro11,4)","February 26,2018 14:38:40:000Z","February 26,2018 14:38:00:000Z","Office365","2698","OneDrive","Default","1","New Section 1.one","https://shnyhddev05-my.sharepoint.com/personal/user1_shnyhddev05_onmicrosoft_com/Documents/Notebook_from_app","N/A","one","N/A","N/A","false","N/A","false","N/A","N/A","N/A","https://shnyhddev05-my.sharepoint.com/personal/user1_shnyhddev05_onmicrosoft_com/Documents/Notebook_from_app/New Section 1.one","N/A","N/A","broadband","tg","bharti airtel ltd.","N/A","false"
"FileModifiedExtended","FileModifiedExtended","N/A","user1@shnyhddev05.onmicrosoft.com","182.74.3.78","N/A","N/A","IN","hyderabad","N/A","N/A","N/A","9498","N/A","skyhigh networks technologies pvt ltd","N/A","unknown","OneNote/16.10/180210 (Mac OS/10.13.3; Desktop; en-US; NonAppStore; Apple/MacBookPro11,4)","February 26,2018 14:38:41:000Z","February 26,2018 14:38:00:000Z","Office365","2698","OneDrive","Default","1","New Section 1.one","https://shnyhddev05-my.sharepoint.com/personal/user1_shnyhddev05_onmicrosoft_com/Documents/Notebook_from_app","N/A","one","N/A","N/A","false","N/A","false","N/A","N/A","N/A","https://shnyhddev05-my.sharepoint.com/personal/user1_shnyhddev05_onmicrosoft_com/Documents/Notebook_from_app/New Section 1.one","N/A","N/A","broadband","tg","bharti airtel ltd.","N/A","false"
"FileModifiedExtended","FileModifiedExtended","N/A","user1@shnyhddev05.onmicrosoft.com","182.74.3.78","N/A","N/A","IN","hyderabad","N/A","N/A","N/A","9498","N/A","skyhigh networks technologies pvt ltd","N/A","unknown","OneNote/16.10/180210 (Mac OS/10.13.3; Desktop; en-US; NonAppStore; Apple/MacBookPro11,4)","February 26,2018 14:38:43:000Z","February 26,2018 14:38:00:000Z","Office365","2698","OneDrive","Default","1","New Section 1.one","https://shnyhddev05-my.sharepoint.com/personal/user1_shnyhddev05_onmicrosoft_com/Documents/Notebook_from_app","N/A","one","N/A","N/A","false","N/A","false","N/A","N/A","N/A","https://shnyhddev05-my.sharepoint.com/personal/user1_shnyhddev05_onmicrosoft_com/Documents/Notebook_from_app/New Section 1.one","N/A","N/A","broadband","tg","bharti airtel ltd.","N/A","false"
